gene	male_old_adult_2
100505538	-5.802761059182e-4
100505540	0
100505545	0
100505549	0
100505573	0
100505583	0
100505609	0
100505616	0
100505619	0
100505622	0.00159837765267718
100505624	0
100505641	0
100505658	0
100505659	-0.00439710932432034
100505664	0
100505676	0
100505681	0
100505685	0
100505687	0
100505696	0
100505715	0.01732266632185167
100505718	0
100505738	0
100505741	0.00219005884075206
100505746	0.00308795615590984
100505761	0
100505768	0
100505776	0
100505782	0
100505783	0
100505797	0
100505811	0
100505812	0
100505826	0
100505839	0
100505841	0
100505851	0.0125214340731695
100505854	0
100505876	0
100505877	0
100505879	0
100505881	0
100505890	0
100505893	0
100505894	0
100505933	0
100505964	0
100505967	0
100505975	0
100505978	0
100505984	0
100505985	0
100505989	0
100506012	0.01182395939109359
100506013	0
100506022	0
100506025	0
100506049	0.00133261032463208
100506068	0.00927780944095248
100506071	0.01062378424006318
100506082	0
100506083	0
100506098	0
100506100	0
100506107	0
100506108	0
100506113	0.00440664023275782
100506115	0
100506119	0.00269735258309506
100506122	0
100506125	0
100506126	0
100506127	-0.00456511583963965
100506142	0
100506144	0
100506172	0
100506175	0
100506195	0
100506207	0.01428817691437055
100506215	0
100506229	-0.01900520726716744
100506237	0
100506243	0
100506271	0
100506274	0
100506286	0
100506289	0
100506302	0.01634840331215016
100506314	0
100506319	0
100506368	0
100506374	0
100506380	0
100506385	0.00167120176960716
100506405	0
100506406	0
100506409	0
100506413	0
100506421	0
100506428	0
100506433	0
100506457	0
100506462	0
100506465	0
100506469	0
100506475	0
100506489	0
100506492	0
100506495	0
100506497	0
100506498	0
100506504	0
100506526	0
100506527	0
100506530	0
100506540	0
100506542	0
100506571	0
100506581	0
100506599	0
100506603	0
100506606	0
100506622	0
100506655	0
100506660	0
100506668	0
100506675	0.00841720589474323
100506677	0
100506679	0
100506680	0
100506686	0
100506691	0
100506696	0.00608514336160682
100506697	0
100506710	0.02241997623365252
100506713	0
100506714	0
100506724	0
100506733	0
100506742	0
100506755	0
100506757	0
100506765	0
100506776	0
100506779	0
100506790	0
100506791	0
100506795	0
100506797	0
100506826	0
100506827	0
100506834	0
100506840	0
100506866	0
100506874	0
100506895	0
100506907	0
100506922	0
100506930	0
100506963	0
100506994	0
100506999	0
100507027	0.00534411636891275
100507034	0.01091436647526278
100507050	0
100507057	0.00677869740777551
100507058	0
100507059	0
100507062	-4.620967670637293e-5
100507064	0
100507086	0
100507114	0
100507117	0
100507143	0
100507156	0
100507171	0
100507173	0
100507203	0
100507206	0
100507240	0
100507246	0
100507250	0
100507254	0
100507257	7.260872876317e-4
100507261	0
100507266	0
100507274	0
100507277	0
100507283	0
100507290	0
100507300	0
100507303	0.02408497931857698
100507316	0
100507331	0
100507336	0
100507362	0
100507384	0
100507388	0
100507389	0
100507391	7.6111425877194e-4
100507392	0
100507403	0
100507421	0
100507423	0
100507428	0.01135437873325756
100507433	0
100507436	0
100507459	0
100507461	0
100507462	0
100507463	0
100507468	0
100507470	0
100507475	0
100507477	0
100507487	0
100507495	0
100507506	0
100507524	0.00613485347150194
100507527	0
100507533	0
100507534	0
100507537	0
100507540	0.02396113570429029
100507547	0
100507564	0
100507567	0.00470202019958772
100507584	0
100507600	0
100507602	0
100507605	0
100507629	0
100507632	0
100507642	0.0073736643984154
100507650	0.00346875737543712
100508631	0
10051	0
10052	0
100526820	0
100528062	0
10053	-0.00912591754760827
100533106	0
100533178	0
100533182	0
10054	0
10055	-0.00767287196335917
10056	0
10057	0
10058	0
10059	0
1006	0
10060	9.3970395171652e-4
10061	0
10062	0
100628307	0
100631378	0
100652740	0
100652791	0
100652824	0
100652853	0
100652911	0
100652929	0
100652999	0
10066	0
10067	0
10068	-0.00140280844823483
10069	0
1007	0
10071	0
10072	0.00577001156193315
10073	0
10075	0
10076	0
10077	-0.02213249227388884
10078	0
10079	0
1008	0
10081	0
10082	0
100820829	0
10083	0
10084	0
10085	0
100852408	0
100852409	0
100859921	0
100859930	0
10086	0
100861552	0
100861553	0
100861554	0
100861573	0
100862662	0
100862671	-0.00811289252600678
100862679	0
100862680	0
100862704	0
10087	0
100873930	0
100873942	0
100874012	0
100874018	0
100874021	0
100874032	0
100874051	0
100874063	0
100874143	0
100874178	0
100874182	0
100874187	0
100874194	0
100874195	0
100874205	0
100874239	0
100874251	0
100874253	0
100874323	0
100874362	0
100874365	0
100885778	0
100885781	0
100885798	0
100885848	0
10089	0.00914382649748707
1009	0.00110508468152141
10090	0
10092	-0.00989043299415636
10093	0
10095	0
10096	0
10097	0
10098	0
10099	0
100996246	-0.00255806311576762
100996251	0
100996279	0
100996286	0
100996301	0
100996307	0
100996342	0
100996419	0
100996425	0.00300787211021352
100996455	0
100996485	0
100996490	0
100996492	0
100996570	0.00917058037296436
100996579	0
100996590	0
100996624	0
100996671	0
100996694	0
100996702	0
100996902	0.00487328188571008
101	0
1010	0
10100	0
10101	0
10102	-0.00392982991960208
10103	-0.00305968822481856
10105	0
101055625	0
101059948	0
10106	0
101060019	0
101060200	0
101060264	0
101060544	5.2133671745294e-4
10107	-0.00101126288980236
10109	-6.4334129373461e-4
10110	0
10111	0
10112	0
10113	0
10114	0
10116	0
10117	0
1012	0
10120	0
10121	0
10123	0
10125	0
10126	0
10127	0
10128	0
10129	0
1013	0
10130	0
10131	0
10133	0
10134	-0.00766921495014138
10135	0
10136	0
10137	0
10138	0
10139	0
1014	0
10140	0
10141	0
101410533	0
101410538	0
10142	0
10143	0
10144	0.02668103258878588
10146	0
10147	0
10148	0
10149	0
1015	0
10150	0
10152	0
10153	0
10154	1.1536595195803e-4
10155	0
101559451	0
10157	0
10158	0
10159	0
1016	0
10160	0
10161	0
10162	0
10163	0
10164	0
10165	0
10166	-0.01177493479233525
10168	0
10169	-0.00227587644410453
1017	-0.01267718662820386
10170	0
10171	0
10172	0
10174	0
10175	0
10178	0
10179	0
10180	0
101805491	0
10181	0
10184	0
10186	0
10188	0.00617970700813191
10189	0
1019	0
10190	0
101926888	0
101926890	0
101926892	0
101926903	0
101926928	0
101926934	0
101926942	0
101926951	0
101926978	0
101926987	0
101927003	0
101927007	0
101927017	0
101927018	0.02527380676584506
101927027	0
101927034	0
101927038	0
101927040	0
101927043	0.00718465247021834
101927051	0
101927059	0
101927067	0
101927074	0
101927075	0
101927081	0
101927096	0
101927111	0
101927112	0
101927115	0
101927123	0
101927124	0
101927125	0
101927129	0
101927131	0
101927138	0
101927143	0
101927150	0
101927151	0
101927152	0.01543846308295604
101927159	0
101927164	0
101927193	0
101927195	0
101927196	0
101927204	0
101927219	0
101927220	0
101927228	0
101927237	0
101927244	0
101927253	0
101927257	0
101927273	0
101927274	0
101927275	0.02963840762080435
101927282	0
101927286	0
101927292	0
101927295	0
101927310	0
101927314	0
101927320	0
101927346	0
101927348	0
101927358	0
101927360	0
101927362	0
101927363	0
101927377	0
101927379	0
101927396	0
101927402	0
101927410	0
101927411	0
101927416	0
101927417	0
101927420	0
101927433	0
101927438	0
101927447	0
101927449	0
101927450	0
101927460	0
101927482	0
101927494	0
101927495	0
101927498	0
101927502	0
101927503	0
101927513	0
101927523	0
101927526	0
101927528	0
101927531	0.00528738088218889
101927539	0
101927543	0
101927547	0
101927553	0.00862084618334116
101927565	0
101927581	0
101927586	0
101927587	0
101927588	0
101927592	0
101927599	0.00523696689495322
101927606	0
101927616	0
101927636	0
101927641	0
101927650	0
101927657	0
101927659	0
101927682	0
101927690	0
101927701	0
101927702	0
101927720	0.00606081961312579
101927722	0
101927735	0
101927760	0.00950380700965083
101927766	0
101927769	0
101927787	0
101927798	0
101927808	0
101927809	0
101927815	0
101927821	0
101927828	0
101927829	0
101927839	0
101927843	0.00450006939185461
101927849	0
101927869	0
101927870	0
101927876	0
101927877	0
101927884	0
101927900	0
101927901	0
101927907	0
101927914	0
101927934	0
101927943	0
101927948	0
101927950	0
101927953	0
101927972	0
101927974	0.00813939970419126
101927992	0
101927994	0
101928000	-0.01859446569487398
101928002	0
101928009	0
101928012	0
101928031	0.00351458309735467
101928035	0
101928040	0
101928043	0
101928052	0
101928069	0
101928079	0
101928087	0
101928098	0
101928100	0
101928101	0
101928104	9.2888283870117e-4
101928111	0
101928120	-0.00169844509870188
101928132	0
101928134	0
101928144	0
101928158	0
101928162	0
101928165	0
101928167	0
101928185	0
101928190	0
101928201	0
101928205	0
101928222	-0.01836981238948292
101928227	0.02120527439526031
101928238	-0.00262077016400012
101928251	0
101928259	0
101928271	0
101928276	0
101928280	0
101928288	0
101928298	0
101928303	0
101928333	0
101928335	0.00966883978257316
101928371	0
101928376	0
101928386	0
101928388	0
101928389	0
101928399	0
101928401	0
101928405	0
101928418	0
101928424	0
101928435	0
101928443	0
101928446	0
101928449	0
101928460	0
101928461	0
101928464	0
101928475	0
101928476	0.00701802550390471
101928495	0.00411346624459322
101928496	0
101928516	0
101928521	0
101928525	0
101928535	0
101928537	0
101928539	0
101928555	0
101928557	-0.00138978396755901
101928559	0
101928565	0.01539342720452061
101928571	0
101928578	0
101928580	0
101928583	0
101928590	0
101928597	0
101928602	0
101928616	0.00275700654580879
101928618	0
101928622	0
101928646	0
101928649	0.02102909655594602
101928651	0
101928661	0
101928673	0
101928682	0
101928684	0
101928687	0
101928694	0
101928700	0
101928707	-0.00188131745208779
101928708	0
101928710	0
101928725	0
101928728	0
101928731	0
101928739	0
101928748	0
101928751	0
101928770	0
101928773	0
101928778	0
101928784	0.00343513052321035
101928790	0
101928795	0
101928797	0
101928809	0
101928820	0
101928823	0
101928834	0.00427663037645193
101928837	0
101928844	0
101928845	0
101928846	0
101928847	0
101928850	0
101928857	0
101928858	0
101928865	0
101928881	0
101928886	0
101928894	0
101928896	0
101928909	0
101928922	0
101928937	0
101928940	0
101928973	0.00105646486282578
101928978	0
101928988	0
101928989	0
101928999	0
101929002	0
101929004	0
101929019	0
101929027	0
101929034	0
101929052	0
101929064	0
101929076	0
101929081	0
101929084	0
101929109	0
101929110	0
101929116	0
101929123	0
101929144	0
101929151	0
101929153	0
101929154	0
101929162	0
101929164	0
101929172	0
101929176	0
101929181	0
101929210	0
101929224	0
101929239	0
101929241	0
101929243	0
101929260	0
101929261	0
101929265	0
101929268	0
101929269	0
101929288	0
101929315	0
101929328	0.00453886400040649
101929335	0.00871581102860455
101929378	0
101929384	0
101929406	0
101929407	0
101929413	0
101929423	0
101929441	0
101929460	0
101929472	0
101929478	0
101929486	0
101929488	0
101929497	0
101929505	0
101929511	0
101929517	0
101929524	0
101929526	0
101929528	0
101929529	0.03961373404841451
101929536	0
101929538	0
101929549	0
101929552	0
101929557	0
101929570	0
101929582	0
101929584	0
101929586	0
101929591	0
101929592	0
101929607	0
101929620	0
101929623	0
101929631	0
101929651	0
101929657	0
101929690	0
101929693	0
101929694	0
101929717	0
101929718	0
101929719	0
101929726	0
101929730	0
101929745	0
101929748	0
101929759	0
101929760	0
101929765	0
10193	0
101930114	0
101930421	0
101930452	0
10194	0
10195	0
101954204	0
10196	0
10197	0
101978719	0
10198	-0.00704522175512279
10199	0
102	0
1020	0
10200	-0.00138920731614521
10201	0
10202	0
10203	0
10204	-7.4332368004946e-4
10205	0
10206	-1.870454426777e-4
102060282	0.00560154823427969
10207	0
10208	0
10209	0
1021	0
10210	0
10211	0
10212	0
10213	0
10214	0
10215	0
102157402	0
10216	0
10217	-0.00612992858294151
10218	0
10219	0
1022	0
10220	0
10221	0
10223	-0.00583341575523411
10224	1.2976499658331e-4
10225	0
10226	0
10227	0
10228	-0.00169070804278831
10229	0
10230	0
10231	0
10232	0
10233	0
10234	1.069518153334e-4
10235	0
10236	0
10237	0
10238	0
1024	0
10240	0
10241	0
10242	0
10243	0
10244	0
10245	0
10246	0
102467079	0
10247	0
10248	0
10249	-0.00949664268220376
1025	-0.00552031470710045
10250	0
10251	0
10252	0
10253	0
10254	0
102546226	0
102546294	0
10255	0.03080739702277222
10256	0
10257	-0.00432724867141266
1026	0.01594593240657514
10260	0
10261	-0.01576202348036673
10262	0
10263	0
10265	0
10266	0
10267	0
10268	0
10269	0
1027	0
10270	0
10272	0
102723335	0.01380376580534203
102723526	0
102723661	0
102723684	0
102723692	0
102723701	0
102723775	0
102723786	0
102723809	0
102723932	0
102724009	0
102724094	0
102724201	0
102724323	0
102724368	0.05811310750855786
102724508	0
102724511	0
102724532	0
102724612	0
102724699	0
102724814	0
102724927	0
102724929	0
10273	0
10274	0
10276	0
10277	0
10278	0
10279	0.00327726833259927
1028	0
10280	0
10281	0
10282	0
10283	0
10284	0
10285	0
10286	0
10287	0
10288	0
10289	0.00414456750399294
1029	0
10290	-0.0127398925834786
10291	0
10293	0
10294	0
10295	-8.5164847521854e-4
10296	0
10297	0
10298	0
10299	0
103	0
1030	0
10300	0
10301	0
10302	0
10307	0
10308	0
10309	0
1031	0
10311	0
10312	0
10313	0
10314	0
10316	0
10317	0
10318	0
10319	0
1032	0
10320	0
10321	0
10322	0
10324	0
10325	0
10326	-0.00828405956374341
10327	0
10328	0
10329	0
1033	0
10330	0
10331	0
10332	0
10333	0
10335	0
10336	0
10342	0
10343	0
10344	0
10345	0
10346	0
10347	0.00846441875713141
10350	0.00676313615670157
10351	0.0107608087406773
10352	0
1036	0.02532275444525235
10360	0
10361	0.04585261179512599
10362	-0.00506322609432203
10363	0
10365	0.00321046330149463
10367	0
10368	0
10369	0
10370	0
10371	0
10376	-0.00425115367641741
10379	0
1038	0
10380	0
10381	0
10382	0
10383	-8.141863878099e-4
10384	0
10385	0
10388	0.01663171552873196
10389	0
1039	0
10390	0
10391	0
103910	-0.01099998761772158
10392	0
10393	0
10394	0
10395	0.00428470224880823
10396	0
10397	0
10398	0
10399	-0.00565519040653398
104	0.01352139715837472
1040	0
10400	0
10401	0
10402	0
10403	0
10404	-0.00238803066098336
10406	0
10407	0.01438890701655429
10408	0
10409	0
1041	0
10411	0
10413	0
10417	8.5276628552205e-4
10418	0
10419	0
10420	0
10421	-1.8232317110894e-4
10422	-0.00215751484851516
10423	0
10424	0
10425	0
10426	0
10427	0
10428	-0.01049030793359869
1043	-6.3626422977447e-4
10430	0
10432	0
10434	0
10435	0
10436	0
10437	0
10438	0
10439	0
1044	0
10440	0
10443	-0.00321291612361695
10444	0
10445	0
10446	0
10449	0
1045	0
10450	0
10451	0
10454	0
10455	0
10456	-0.00151291999081962
10457	0
10458	-0.0113907813124561
10459	0
1046	0
10460	0
10461	0.00390372113241564
10462	-0.00187519805916603
10463	0
10464	0
10465	0
10466	0
10467	0
10468	0
10469	0
1047	0
10471	0
10472	0
10473	0
10474	0
10475	0
10478	0
10479	0
1048	0
10480	0
10481	0
10482	0
10483	-0.00668102812123787
10484	0
10485	0.00630188714013001
10486	0
10487	-0.01030899271399471
10488	0
10489	0
10490	0
10491	-7.971201018427898e-6
10492	0
10493	0
10494	0
10495	0
10497	0
10498	0
10499	0
105	0.04910252278952289
1050	0
10500	0
10501	0
10505	0
10507	-0.00156478620438886
10509	0
1051	0.00531275121849194
10512	0
10513	0
10514	-0.01253828232202956
10516	0
10518	0
10519	0
1052	-0.0111938595782516
10520	0
10521	0
10522	0
10523	0
10524	0
10525	0
10526	0
10527	0
10528	-9.704411490521992e-5
10529	-0.04226663919209197
1053	0
10531	0
10533	0
10534	0
10535	0
10536	-0.00742876973156339
10537	0
10538	0
10539	0
1054	0
10540	0
10541	0
10542	0
10544	0.01018380715704713
10548	0
10549	0
10550	0
10551	0
10552	0
10553	0
10554	0
10555	0
10556	0
10557	-0.01054681780122321
10558	0
10559	0
1056	0
10560	0
10561	0.02789227986508297
10562	0
10563	0
10564	0.00187895679942308
10565	-0.00159400092537947
10566	0
10567	0
10568	0
10569	0
10570	0
10572	0
10573	0
10574	0
10575	0
10576	0
10577	0
10578	0
10579	0
1058	0
10580	0
10581	0
10584	0
10585	0
10586	0
10587	0.00208307332117679
10589	0
1059	0
10590	0
10591	0
10592	0
10594	0
10595	0
10598	0
10599	0
1060	0
10600	0
10602	0
10603	0
10606	0
10607	0
10608	0
10609	0
10610	0
10611	0.00414562057854765
10612	-0.00233719191861661
10613	0
10614	0
10615	0
10616	0
10617	0
10618	0
1062	0
10621	0
10622	0.00976646641540042
10623	0
10625	0
10627	0
10628	-0.0080182136126358
10629	0
1063	-2.374513564682463e-5
10630	0
10631	0
10632	0
10633	0
10634	0
10635	0
10636	0
10637	0
10640	0
10641	0
10642	0
10643	0
10644	-0.01775027328024436
10645	0
10647	0
10648	0
10650	0
10651	0
10652	0
10653	-0.0122081190365778
10654	0
10655	0
10656	0.03060279103715785
10657	0
10658	0
10659	0
10660	0
10661	-0.00555491757015323
10663	-0.02728242616938945
10664	0
10665	0
10666	0
10667	0
10668	0.00284610478786983
10669	0
10670	0
10671	0
10672	0
10673	0
10675	0
10677	-0.02982977401460644
10678	3.9399168003937e-4
1068	0
10681	0
10682	0
10683	0
10686	0
10687	0
1069	0
10690	0
10691	0
10692	0
10693	0
10694	0
10695	0
10699	0.01244110563480852
107	0
1070	0.00645708323996365
1071	0
10712	0
10713	0
10714	-0.01551539911582533
10715	0
10716	0
10717	0
10718	0
1072	-0.01129446922483758
10721	0
10723	0
10724	0.00158367851799513
10725	0
10726	-0.00104122977455738
10728	0
1073	0.01849764937873552
10730	0
10732	0
10733	0
10734	0
10735	0
10736	0
10737	0.01620733916990483
10738	0
10739	0
10741	0
10742	0
10743	0
10744	0.00895768413925001
10745	0
10746	0
10747	0
10749	0
1075	0
10750	-0.00906231415003809
10752	0
10753	0
10755	0
10758	0
10761	0
10762	0
10763	0
10765	0
10766	0
10767	0
10768	-0.00597604827704953
10769	0.01230800763691495
10771	0
10772	0
10773	0
10775	0
10776	0
10777	0
10778	0
10780	0
10781	0
10782	0
10783	0.00110830632859473
10785	0
10786	0
10787	-0.00120556998354915
10788	0
10791	0
10793	0
10794	0
10795	0
10797	0
10798	0
10799	0
108	0
1080	0.0096069443654683909
10800	0
10801	0
10802	0
10803	0
10804	0
10806	0
10807	0
10808	0
10809	0.00919126795084493
1081	0
10810	0
10811	0
10813	0
10814	0
10815	0
10816	0
10817	0
10818	0
10825	0
10826	0
10827	-0.0032488504117239
10838	0
1084	0
10840	0
10841	0
10842	0.0069507425984706
10844	0
10845	0
10846	0
10847	0
10848	0
10849	0
10850	0.0137918315405553
10855	0
10856	-0.00244429506726971
10857	0
10858	0.00162705173369498
10859	0
10861	0
10863	0
10864	0
10865	0
10866	0
10867	0
10868	0
10869	0
1087	0
10870	0
10871	0
10873	0
10874	-0.02072059775872787
10875	-0.00347633507320733
10876	0
10879	0
1088	-0.03229802430194319
10880	0
10881	0
10882	0
10884	0
10885	0
10886	0
10888	0
1089	-0.00419433960072402
10890	0
10891	0
10892	0
10893	0
10894	0.00968542745979712
10895	0
10897	0
10898	0
10899	0
109	-0.00253447134339611
10900	0
10902	0
10903	0
10904	-0.00493899626617454
10905	0.02283227403850293
10906	0
10907	0
10908	0.00884315093572704
10910	0
10911	0
10912	0
10913	0
10914	0
10915	0
10916	-0.01062842029912239
10917	0.01805650916019412
10919	0
10920	0
10921	0
10922	0
10923	0
10924	0.01300396464701996
10926	0
10927	0
10928	0
10929	0
10930	0
10933	0
10935	0
10936	0
10938	0
10939	0
10940	0
10942	-0.01133234090165717
10943	0
10944	0
10945	0
10946	0
10947	0
10948	0
10949	0
10950	0
10952	0
10953	-0.00685277947841968
10954	-0.01245945301246418
10955	-4.4735623558658e-4
10956	0
10957	0
10959	0
10960	0
10961	0
10962	0
10963	0
10964	0
10966	0
10969	-0.01047175373382105
10970	0
10972	-0.0017876189004028
10973	0
10974	0
10975	0
10978	0
10979	0
10980	0
10981	0
10982	0
10983	0
10984	0
10985	0
10987	0
10988	0.03611394296529947
10989	0
10990	0
10991	0.00853148020455129
10992	0
10993	0
10994	0
10998	0
10999	0
11000	0
11001	0
11004	0
11005	0
11006	-0.00234532960493682
11007	0
11009	0
1101	0
11010	-0.00634828898602304
11011	-3.4078223027184e-4
11012	0
11013	0
11014	0
11015	0
11016	0
11017	0
11018	0
11019	0
1102	0
11020	0
11021	0
11022	0
11024	-0.00602088226476389
11025	0
11027	-0.00463791366976411
1103	0
11030	0
11031	0
11033	0
11034	0
11035	0
11037	0
1104	0
11040	0
11041	0
11043	0
11044	0
11045	0
11046	0
11047	0
1105	0
11051	0
11052	-8.1537861435101e-4
11054	0
11055	0
11056	0
11057	0
11059	0.00823472850355174
1106	0
11060	0
11061	0
11062	0
11063	0
11064	0
11065	0
11066	0
11067	0
11068	0
11069	0
1107	-0.00672757358744135
11070	0
11072	-0.00955532183707545
11073	0
11074	0
11075	0
11076	-0.00173658492898829
11078	0
11079	0
1108	0
11080	0
11081	0
11082	0
11083	0
11085	0
11086	0
1109	0
11091	0
11092	0
11093	0
11094	0.01459147084976689
11095	0
11096	0
11097	0
11098	0
11099	0
111	0
11100	0
11101	0
11102	0
11103	0
11104	0
11105	0
11107	-0.00143306622730268
11108	0
1111	0
11112	0
11113	0
11116	0
11117	0
11118	0
11119	0
1112	-0.00439694777499174
11120	0
11122	0
11123	0
11124	0
11126	0.02925720518882638
11127	0
11128	0
11129	0
1113	0
11130	0
11131	0
11132	0
11133	0
11135	-0.01773182282746517
11136	0
11137	0
11138	0
1114	0
11140	0
11141	0
11142	-0.02302948342578455
11144	-0.00468993610062772
11145	0
11146	-0.00671781426444927
11147	-0.00707540228656695
11148	0
11149	0
11151	0
11152	0
11153	0
11154	0
11155	0
11156	0.00729021959264239
11157	0
1116	-0.03948377947167784
11160	0
11161	0
11162	0
11163	0
11164	0
11166	0
11167	0
11168	0
11169	-0.00479942452038914
1117	0
11170	0
11171	0
11172	0
11174	0
11176	0
11177	0
11178	0
11179	0
1118	0.00683997519080958
11180	-0.00768005578993473
11181	0
11182	0
11183	0
11184	0.01175471572943167
11185	0
11186	0
11187	0
11188	0
11189	0
1119	0
11190	0
11193	0
11194	0
11196	0
11197	0
11198	0
11199	0
112	0
11201	0
11202	0
1121	0
11211	0
11212	0
11213	0
11214	0
11215	0
11216	0
11218	0
11219	0
1122	0
11221	0.0128326805329365
11222	-0.00611617692923004
11223	0
11226	0
11227	0.00344329010914667
11228	0
1123	0.00422902444537895
11230	0
11231	0
11232	0
11234	0
11235	0
11236	0
11237	0
11238	0.00621961026828359
112399	-0.0164640466917948
1124	0
11240	0
11243	0
11244	0
11245	0
112464	-0.01955816422197687
11247	0
112476	0
112479	0
11248	0
112483	0
112487	0
11249	0
11250	0
11251	0
11252	-7.498883831285434e-5
11253	0
11254	0
11255	0
112574	0
11258	0
11259	0
11260	0
112609	0
11261	0
112611	0
112616	0
11262	0
11264	0
11266	0
11267	0
11270	0
112703	0
112724	0
11273	0
112744	0
11275	0
112752	0
112755	0
11276	0
11277	-0.01077156792898063
112770	3.3901732599641e-4
11278	0
11279	0
1128	0
11280	0
112802	0
11281	0
112812	0
112817	0
11282	0
11283	0
11284	0
112840	0
112849	0
11285	0
112858	-5.4024185064637e-4
112869	0
112885	0
1129	0
112936	0
112937	0
112939	0
112942	0
112950	-0.01303459412056954
113	0
1130	0
113000	0
113026	0.02283824494391836
11309	0
113091	0
1131	0
11311	0
113115	0
11313	0
113130	0
11314	0
113146	0
11315	0
11316	0
11317	0
113174	0
113177	0
113178	0
113179	0
11318	0
113189	0
11319	0
1132	0
11320	0
113201	0
11321	0
11322	0
113220	0.0110245406170449
113230	0
113235	0
113246	0
11325	0
113251	-0.00461526994300181
11326	0
113263	0
113277	0.00798827923259568
113278	0
11329	0
1133	0
11330	0
11331	0
11332	-0.00607653780386278
11333	0
11334	0
11335	0
11336	0
11337	0
11338	0
11339	0
1134	0
11340	0
113402	0
11341	0
113419	0
11342	-0.0037405755947142
11343	-0.05695818376598002
11344	0
113444	0
11345	0
113451	-0.00616695449168702
113452	0
11346	0
1135	0
113510	0
113540	0
1136	0
113612	0
113622	0
113655	0
113675	0
113691	0
1137	-0.00724909305395872
113730	0
113746	0
113763	0
113791	-0.00142576745160859
1138	0
113802	0
113828	0
113829	0
113835	0
113878	0
114	0
1140	0
114026	0
114034	0
114036	0
114044	0
114049	0
114088	0
1141	-0.01155722968666913
114112	0
114131	0
114132	0
114134	0
1142	0
114294	0
1143	0.00708661438090827
114327	0.00673730789043345
1144	0
1145	-0.00139614320231921
114548	0
114569	0
114571	0
1146	0
114609	0
114614	0
114625	0
114659	0
1147	0
114757	0
114769	0
114770	0
114771	0
114780	0
114781	0
114783	-1.2192404090797e-4
114784	0
114785	0
114786	0
114787	0
114788	0
114789	0
114790	0
114791	0
114792	0
114793	0
114794	0
114795	0
114796	0
114798	0
114799	0
114800	0
114801	0.00940096109669412
114803	-0.00308094524351901
114804	-0.007766726087231
114805	0
114815	0
